Prec [mm],ET [mm/h],T [C],Q [m3/s],LAT [C]
0,0.010083333,3.423,1.5255,4.203793056
0,0.010083333,2.805,1.5155,4.203793056
0,0.010083333,4.39,1.50525,4.203793056
0,0.010083333,4.574,1.497,4.203793056
0,0.010083333,5.03,1.4895,4.203793056
0,0.005458333,5.367,1.477,4.203793056
0,0.005458333,5.995,1.4695,4.203793056
0,0.005458333,6.636,1.4645,4.203793056
0,0.005458333,7.93,1.4545,4.203793056
0,0.005458333,7.5,1.457,4.203793056
0,0.005458333,6.659,1.447,4.203793056
0,0.005458333,4.91,1.436,4.203793056
0,0.005458333,3.679,1.4545,4.203793056
0,0.005458333,2.298,1.41625,4.203793056
0,0.005458333,2.132,1.3685,4.203793056
0,0.005458333,2.615,1.3785,4.203793056
0,0.005458333,3.579,1.396,4.203793056
0,0.005458333,3.727,1.3935,4.203793056
0,0.010083333,3.497,1.371,4.203793056
0,0.010083333,2.764,1.3585,4.203793056
0,0.010083333,3.319,1.347,4.203793056
0,0.010083333,3.605,1.337,4.203793056
0.001,0.014958333,4.367,1.3295,4.203793056
0,0.014958333,4.739,1.327,4.203793056
0.008,0.014958333,4.512,1.317,4.203793056
0,0.014958333,4.381,1.307,4.203793056
0,0.014958333,4.635,1.297,4.203793056
0,0.014958333,4.444,1.288,4.203793056
0,0.014958333,4.805,1.2805,4.203793056
0,0.010083333,5.309,1.273,4.203793056
0,0.010083333,6.1,1.2755,4.203793056
0,0.010083333,7.17,1.27775,4.203793056
0,0.010083333,7.11,1.27775,4.203793056
0,0.010083333,7.04,1.312,4.203793056
0,0.010083333,6.602,1.25375,4.203793056
0,0.010083333,5.155,1.199,4.203793056
0,0.010083333,3.44,1.206,4.203793056
0,0.010083333,3.071,1.22,4.203793056
0,0.010083333,2.931,1.22,4.203793056
0,0.010083333,2.548,1.2155,4.203793056
0,0.010083333,1.946,1.211,4.203793056
0,0.010083333,2.094,1.211,4.203793056
0,0.014958333,2.207,1.2035,4.203793056
0,0.014958333,-1.081,1.201,4.203793056
0,0.014958333,3.498,1.19875,4.203793056
0.001,0.014958333,3.554,1.192,4.203793056
0,0.013583333,3.818,1.1845,4.203793056
0,0.013583333,4.332,1.17975,4.203793056
0,0.013583333,4.219,1.173,4.203793056
0,0.013583333,2.978,1.164,4.203793056
0.001,0.013583333,2.17,1.164,4.203793056
0.016,0.013583333,1.768,1.154,4.203793056
0,0.013583333,2.126,1.1495,4.203793056
0,0.014958333,3.291,1.145,4.203793056
0,0.014958333,5.062,1.145,4.203793056
0,0.014958333,5.771,1.13825,4.203793056
0,0.014958333,6.254,1.145,4.203793056
0,0.014958333,6.303,1.166,4.203793056
0,0.014958333,5.777,1.1545,4.203793056
0,0.014958333,4.033,1.10575,4.203793056
0,0.014958333,2.867,1.10125,4.203793056
0,0.014958333,2.25,1.10575,4.203793056
0,0.014958333,1.431,1.10125,4.203793056
0,0.014958333,0.748,1.099,4.203793056
0.008,0.014958333,0.11,1.099,4.203793056
0,0.014958333,-0.04,1.089,4.203793056
0,0.013583333,-0.587,1.089,4.203793056
0,0.013583333,0.195,1.08,4.203793056
0,0.013583333,-0.859,1.07325,4.203793056
0,0.013583333,-1.145,1.071,4.203793056
0,0.008833333,-1.283,1.0665,4.203793056
0,0.008833333,-1.424,1.05525,4.203793056
0,0.008833333,-1.724,1.053,4.203793056
0,0.008833333,-3.231,1.044,4.203793056
0,0.008833333,-2.119,1.0395,4.203793056
0,0.008833333,-2.316,1.035,4.203793056
0.04,0.008833333,-0.889,1.02825,4.203793056
0.034,0.013583333,1.084,1.02375,4.203793056
0.022,0.013583333,2.982,1.017,4.203793056
0.002,0.013583333,3.722,1.017,4.203793056
0,0.013583333,3.808,1.017,4.203793056
0,0.013583333,3.019,1.017,4.203793056
0,0.013583333,3.195,1.0215,4.203793056
0,0.013583333,1.518,1.01925,4.203793056
0,0.013583333,-0.491,1.017,4.203793056
0,0.013583333,-0.626,1.017,4.203793056
0,0.013583333,-0.685,1.008,4.203793056
0,0.013583333,-1.193,1.008,4.203793056
0,0.013583333,-1.284,1.00125,4.203793056
0,0.013583333,-0.427,0.999,4.203793056
0,0.008833333,0.325,0.999,4.203793056
0,0.008833333,-6.211,0.999,4.203793056
0,0.008833333,-0.246,0.99675,4.203793056
0,0.008833333,0,0.99225,4.203793056
0,4.16667E-05,0.444,0.99,4.203793056
0,4.16667E-05,0.493,0.99,4.203793056
0,4.16667E-05,0.496,0.99,4.203793056
0,4.16667E-05,-0.192,0.986,4.203793056
0,4.16667E-05,0.352,0.982,4.203793056
0.013,4.16667E-05,0.318,0.982,4.203793056
0.043,4.16667E-05,1.081,0.97975,4.203793056
0.022,0.008833333,1.346,0.973,4.203793056
0,0.008833333,1.001,0.973,4.203793056
0,0.008833333,0.92,0.973,4.203793056
0,0.008833333,1.114,0.973,4.203793056
0,0.008833333,1.418,0.98375,4.203793056
